Neighbor_Word,Similarity,Target_Word,Period,Model_Type,Rank
recklessness,0.46519771218299866,terrorist,1851-1900,SkipGram,252
guerrilla_warfare,0.46513980627059937,terrorist,1851-1900,SkipGram,253
canton,0.46487170457839966,terrorist,1851-1900,SkipGram,254
give_impression,0.46486687660217285,terrorist,1851-1900,SkipGram,255
purge,0.4648299813270569,terrorist,1851-1900,SkipGram,256
guild,0.46477940678596497,terrorist,1851-1900,SkipGram,257
eastern_tennessee,0.46459028124809265,terrorist,1851-1900,SkipGram,258
prudent,0.4640953540802002,terrorist,1851-1900,SkipGram,259
devote_attention,0.46406522393226624,terrorist,1851-1900,SkipGram,260
aspiration,0.4637945294380188,terrorist,1851-1900,SkipGram,261
unmitigated,0.4637402892112732,terrorist,1851-1900,SkipGram,262
deprive_right,0.4635593593120575,terrorist,1851-1900,SkipGram,263
knave,0.4634615480899811,terrorist,1851-1900,SkipGram,264
conscription,0.46337050199508667,terrorist,1851-1900,SkipGram,265
governmental,0.4633353054523468,terrorist,1851-1900,SkipGram,266
benevolent_association,0.4632275104522705,terrorist,1851-1900,SkipGram,267
amnesty,0.46319401264190674,terrorist,1851-1900,SkipGram,268
lunatic,0.462765097618103,terrorist,1851-1900,SkipGram,269
anywhere_else,0.46269047260284424,terrorist,1851-1900,SkipGram,270
efficiently,0.4623749852180481,terrorist,1851-1900,SkipGram,271
irregularity,0.4619441032409668,terrorist,1851-1900,SkipGram,272
republican_ticket,0.46193963289260864,terrorist,1851-1900,SkipGram,273
jury_trial,0.46190541982650757,terrorist,1851-1900,SkipGram,274
efficacy,0.461889386177063,terrorist,1851-1900,SkipGram,275
daring,0.46144354343414307,terrorist,1851-1900,SkipGram,276
analyze,0.461006224155426,terrorist,1851-1900,SkipGram,277
freeman,0.460440993309021,terrorist,1851-1900,SkipGram,278
partisanship,0.46024662256240845,terrorist,1851-1900,SkipGram,279
penetration,0.46007126569747925,terrorist,1851-1900,SkipGram,280
band_evildoer,0.46000412106513977,terrorist,1851-1900,SkipGram,281
greedy,0.45998913049697876,terrorist,1851-1900,SkipGram,282
become_accustomed,0.45996615290641785,terrorist,1851-1900,SkipGram,283
vigilance_committee,0.4599652588367462,terrorist,1851-1900,SkipGram,284
deprived_right,0.45996013283729553,terrorist,1851-1900,SkipGram,285
devise,0.45973676443099976,terrorist,1851-1900,SkipGram,286
retrogression,0.459494948387146,terrorist,1851-1900,SkipGram,287
denote,0.4592348039150238,terrorist,1851-1900,SkipGram,288
intimidation_fraud,0.4588780701160431,terrorist,1851-1900,SkipGram,289
northwestern_virginia,0.45873427391052246,terrorist,1851-1900,SkipGram,290
furnish_information,0.45868194103240967,terrorist,1851-1900,SkipGram,291
fail,0.45861363410949707,terrorist,1851-1900,SkipGram,292
holme,0.45858609676361084,terrorist,1851-1900,SkipGram,293
apologize,0.4584433436393738,terrorist,1851-1900,SkipGram,294
consolidation,0.458180695772171,terrorist,1851-1900,SkipGram,295
turbulence,0.45817869901657104,terrorist,1851-1900,SkipGram,296
resentment,0.45812955498695374,terrorist,1851-1900,SkipGram,297
rely,0.4579809606075287,terrorist,1851-1900,SkipGram,298
despotism,0.45774218440055847,terrorist,1851-1900,SkipGram,299
theft,0.45739614963531494,terrorist,1851-1900,SkipGram,300
entire_machinery,0.4573330283164978,terrorist,1851-1900,SkipGram,301
overt_act,0.45703747868537903,terrorist,1851-1900,SkipGram,302
particle,0.45699745416641235,terrorist,1851-1900,SkipGram,303
existence,0.4568130373954773,terrorist,1851-1900,SkipGram,304
nearly_complete,0.4566139280796051,terrorist,1851-1900,SkipGram,305
ontario,0.4565587341785431,terrorist,1851-1900,SkipGram,306
roughs,0.4564310610294342,terrorist,1851-1900,SkipGram,307
untiring,0.4562695622444153,terrorist,1851-1900,SkipGram,308
venomous,0.4562668204307556,terrorist,1851-1900,SkipGram,309
irish_catholic,0.456108421087265,terrorist,1851-1900,SkipGram,310
real_imaginary,0.4560442268848419,terrorist,1851-1900,SkipGram,311
corrupt_practice,0.4559862017631531,terrorist,1851-1900,SkipGram,312
intimidate,0.4558170437812805,terrorist,1851-1900,SkipGram,313
disturbance,0.4556961953639984,terrorist,1851-1900,SkipGram,314
organization,0.45557069778442383,terrorist,1851-1900,SkipGram,315
needy,0.45533111691474915,terrorist,1851-1900,SkipGram,316
jaffa,0.45520836114883423,terrorist,1851-1900,SkipGram,317
cruelty,0.45451679825782776,terrorist,1851-1900,SkipGram,318
depict,0.45424073934555054,terrorist,1851-1900,SkipGram,319
vengeance,0.4542100727558136,terrorist,1851-1900,SkipGram,320
evince_spirit,0.45415663719177246,terrorist,1851-1900,SkipGram,321
graveyard,0.4541003704071045,terrorist,1851-1900,SkipGram,322
town,0.45328637957572937,terrorist,1851-1900,SkipGram,323
stay_course,0.4528931677341461,terrorist,1851-1900,SkipGram,324
rotation,0.4528741240501404,terrorist,1851-1900,SkipGram,325
irritation,0.45284807682037354,terrorist,1851-1900,SkipGram,326
overthrow_government,0.45266494154930115,terrorist,1851-1900,SkipGram,327
exaggerated,0.45236673951148987,terrorist,1851-1900,SkipGram,328
tom_mission,0.45236077904701233,terrorist,1851-1900,SkipGram,329
seethe,0.4523322582244873,terrorist,1851-1900,SkipGram,330
substitute,0.45232436060905457,terrorist,1851-1900,SkipGram,331
connive,0.45210233330726624,terrorist,1851-1900,SkipGram,332
coercion_measure,0.4518251121044159,terrorist,1851-1900,SkipGram,333
nihilism,0.45174768567085266,terrorist,1851-1900,SkipGram,334
ex_excise,0.4517399072647095,terrorist,1851-1900,SkipGram,335
restrain,0.45170947909355164,terrorist,1851-1900,SkipGram,336
constitutionally,0.451656699180603,terrorist,1851-1900,SkipGram,337
rioting,0.4512493908405304,terrorist,1851-1900,SkipGram,338
elective_franchise,0.45123791694641113,terrorist,1851-1900,SkipGram,339
faculty,0.4510767459869385,terrorist,1851-1900,SkipGram,340
disastrous,0.4510033428668976,terrorist,1851-1900,SkipGram,341
phantom,0.45070192217826843,terrorist,1851-1900,SkipGram,342
dual,0.4506620168685913,terrorist,1851-1900,SkipGram,343
jar,0.45061272382736206,terrorist,1851-1900,SkipGram,344
reason,0.45047900080680847,terrorist,1851-1900,SkipGram,345
actually,0.45043328404426575,terrorist,1851-1900,SkipGram,346
act_violence,0.45009008049964905,terrorist,1851-1900,SkipGram,347
audacious,0.4499558210372925,terrorist,1851-1900,SkipGram,348
bulldozing,0.449493944644928,terrorist,1851-1900,SkipGram,349
infuriate,0.44945192337036133,terrorist,1851-1900,SkipGram,350
malicious,0.4494192600250244,terrorist,1851-1900,SkipGram,351
nefarious,0.4491916298866272,terrorist,1851-1900,SkipGram,352
grievous,0.4490567147731781,terrorist,1851-1900,SkipGram,353
governor_legislature,0.4489530324935913,terrorist,1851-1900,SkipGram,354
dreg,0.44866546988487244,terrorist,1851-1900,SkipGram,355
border_ruffian,0.44850778579711914,terrorist,1851-1900,SkipGram,356
desist,0.44842827320098877,terrorist,1851-1900,SkipGram,357
weapon,0.4484013319015503,terrorist,1851-1900,SkipGram,358
telegraph_dispatch,0.44823068380355835,terrorist,1851-1900,SkipGram,359
despite,0.44810909032821655,terrorist,1851-1900,SkipGram,360
psalm,0.44806912541389465,terrorist,1851-1900,SkipGram,361
fruitful,0.4480431079864502,terrorist,1851-1900,SkipGram,362
threat,0.44797176122665405,terrorist,1851-1900,SkipGram,363
fourteenth_amendment,0.4479229748249054,terrorist,1851-1900,SkipGram,364
riot,0.44779038429260254,terrorist,1851-1900,SkipGram,365
democratic_voter,0.44773808121681213,terrorist,1851-1900,SkipGram,366
lloyd,0.44772616028785706,terrorist,1851-1900,SkipGram,367
brief_period,0.44724664092063904,terrorist,1851-1900,SkipGram,368
secret_police,0.4471666216850281,terrorist,1851-1900,SkipGram,369
civil_disorder,0.44712820649147034,terrorist,1851-1900,SkipGram,370
dread,0.44686782360076904,terrorist,1851-1900,SkipGram,371
potomac,0.4468202292919159,terrorist,1851-1900,SkipGram,372
pretence,0.4463467001914978,terrorist,1851-1900,SkipGram,373
election_campaign,0.4461013972759247,terrorist,1851-1900,SkipGram,374
rico,0.44586890935897827,terrorist,1851-1900,SkipGram,375
constabulary,0.4457760453224182,terrorist,1851-1900,SkipGram,376
surveillance,0.44566190242767334,terrorist,1851-1900,SkipGram,377
necessary_precaution,0.4453737139701843,terrorist,1851-1900,SkipGram,378
discernible,0.44536274671554565,terrorist,1851-1900,SkipGram,379
covert,0.4452638626098633,terrorist,1851-1900,SkipGram,380
arrest_suspect,0.44525545835494995,terrorist,1851-1900,SkipGram,381
bloody,0.4451237916946411,terrorist,1851-1900,SkipGram,382
bind_together,0.4446616470813751,terrorist,1851-1900,SkipGram,383
prohibitory,0.4443000853061676,terrorist,1851-1900,SkipGram,384
uttermost,0.44392848014831543,terrorist,1851-1900,SkipGram,385
slaveholding,0.4438614845275879,terrorist,1851-1900,SkipGram,386
popular_opinion,0.4435866177082062,terrorist,1851-1900,SkipGram,387
despotic,0.44351521134376526,terrorist,1851-1900,SkipGram,388
lender,0.44333547353744507,terrorist,1851-1900,SkipGram,389
appalling,0.44325411319732666,terrorist,1851-1900,SkipGram,390
democratic,0.4431819021701813,terrorist,1851-1900,SkipGram,391
catholics,0.44301438331604004,terrorist,1851-1900,SkipGram,392
communist,0.4429134428501129,terrorist,1851-1900,SkipGram,393
houses,0.4427596926689148,terrorist,1851-1900,SkipGram,394
supplement,0.4426979124546051,terrorist,1851-1900,SkipGram,395
farther,0.44268661737442017,terrorist,1851-1900,SkipGram,396
brutality,0.4426419734954834,terrorist,1851-1900,SkipGram,397
sill,0.44216522574424744,terrorist,1851-1900,SkipGram,398
class_citizen,0.4420616030693054,terrorist,1851-1900,SkipGram,399
illegal,0.44202548265457153,terrorist,1851-1900,SkipGram,400
coerce,0.4420218765735626,terrorist,1851-1900,SkipGram,401
liquor_dealer,0.4420091509819031,terrorist,1851-1900,SkipGram,402
clearly_indicate,0.44187644124031067,terrorist,1851-1900,SkipGram,403
heretic,0.4418433904647827,terrorist,1851-1900,SkipGram,404
snuff,0.4417627453804016,terrorist,1851-1900,SkipGram,405
uprising,0.44143134355545044,terrorist,1851-1900,SkipGram,406
overwhelmingly,0.44132494926452637,terrorist,1851-1900,SkipGram,407
gang,0.44131287932395935,terrorist,1851-1900,SkipGram,408
deed,0.44124096632003784,terrorist,1851-1900,SkipGram,409
absolute_necessity,0.44118237495422363,terrorist,1851-1900,SkipGram,410
oppressive,0.4411592185497284,terrorist,1851-1900,SkipGram,411
unwelcome,0.4410366714000702,terrorist,1851-1900,SkipGram,412
obtain_information,0.44084683060646057,terrorist,1851-1900,SkipGram,413
unequal_contest,0.4407525658607483,terrorist,1851-1900,SkipGram,414
judicial_function,0.4406728744506836,terrorist,1851-1900,SkipGram,415
anthracite_coal,0.44022461771965027,terrorist,1851-1900,SkipGram,416
opponent,0.44010254740715027,terrorist,1851-1900,SkipGram,417
suffragan,0.44003918766975403,terrorist,1851-1900,SkipGram,418
method_employ,0.4398097097873688,terrorist,1851-1900,SkipGram,419
energetic_measure,0.4397900700569153,terrorist,1851-1900,SkipGram,420
job,0.4397372305393219,terrorist,1851-1900,SkipGram,421
inspire,0.4396176338195801,terrorist,1851-1900,SkipGram,422
satellite,0.4395221471786499,terrorist,1851-1900,SkipGram,423
eve,0.43950867652893066,terrorist,1851-1900,SkipGram,424
wrest,0.43945881724357605,terrorist,1851-1900,SkipGram,425
whipping,0.43923085927963257,terrorist,1851-1900,SkipGram,426
recurrence,0.4391380846500397,terrorist,1851-1900,SkipGram,427
outlook,0.4390510022640228,terrorist,1851-1900,SkipGram,428
sanguinary,0.43897631764411926,terrorist,1851-1900,SkipGram,429
starvation,0.43887171149253845,terrorist,1851-1900,SkipGram,430
commotion,0.4386851191520691,terrorist,1851-1900,SkipGram,431
disorderly,0.4385063648223877,terrorist,1851-1900,SkipGram,432
halfway_house,0.43845799565315247,terrorist,1851-1900,SkipGram,433
expose_danger,0.43835821747779846,terrorist,1851-1900,SkipGram,434
unknown,0.43833625316619873,terrorist,1851-1900,SkipGram,435
practically_impossible,0.438285231590271,terrorist,1851-1900,SkipGram,436
connivance,0.43822401762008667,terrorist,1851-1900,SkipGram,437
prohibition,0.43791839480400085,terrorist,1851-1900,SkipGram,438
frightful,0.4377075731754303,terrorist,1851-1900,SkipGram,439
impose,0.43758317828178406,terrorist,1851-1900,SkipGram,440
paralyzed,0.4375819265842438,terrorist,1851-1900,SkipGram,441
gideon,0.43754029273986816,terrorist,1851-1900,SkipGram,442
rehabilitation,0.4375084638595581,terrorist,1851-1900,SkipGram,443
test_oath,0.4373398721218109,terrorist,1851-1900,SkipGram,444
willful,0.4372740685939789,terrorist,1851-1900,SkipGram,445
right_privilege,0.4371784031391144,terrorist,1851-1900,SkipGram,446
rein,0.43706217408180237,terrorist,1851-1900,SkipGram,447
disposition_manifest,0.43697652220726013,terrorist,1851-1900,SkipGram,448
stifle,0.43687647581100464,terrorist,1851-1900,SkipGram,449
agitation,0.43664029240608215,terrorist,1851-1900,SkipGram,450
loathing,0.4365336298942566,terrorist,1851-1900,SkipGram,451
bugbear,0.43652787804603577,terrorist,1851-1900,SkipGram,452
monmouth_dark,0.4364834427833557,terrorist,1851-1900,SkipGram,453
disturbance_occur,0.43645715713500977,terrorist,1851-1900,SkipGram,454
pretty_sure,0.4363424777984619,terrorist,1851-1900,SkipGram,455
curve,0.43621963262557983,terrorist,1851-1900,SkipGram,456
midnight,0.43576639890670776,terrorist,1851-1900,SkipGram,457
agony,0.43537572026252747,terrorist,1851-1900,SkipGram,458
uniformity,0.4352777302265167,terrorist,1851-1900,SkipGram,459
inflation,0.43521469831466675,terrorist,1851-1900,SkipGram,460
aggression,0.43494749069213867,terrorist,1851-1900,SkipGram,461
sporting,0.4347642958164215,terrorist,1851-1900,SkipGram,462
vigorous_action,0.43447571992874146,terrorist,1851-1900,SkipGram,463
vitiate,0.43445807695388794,terrorist,1851-1900,SkipGram,464
perish,0.43435969948768616,terrorist,1851-1900,SkipGram,465
calculated,0.43434420228004456,terrorist,1851-1900,SkipGram,466
artful,0.43428295850753784,terrorist,1851-1900,SkipGram,467
authoritative,0.43391820788383484,terrorist,1851-1900,SkipGram,468
innocence,0.4337461590766907,terrorist,1851-1900,SkipGram,469
remarkable_degree,0.433727502822876,terrorist,1851-1900,SkipGram,470
coincide,0.43367207050323486,terrorist,1851-1900,SkipGram,471
middle_age,0.43362686038017273,terrorist,1851-1900,SkipGram,472
undefined,0.43342503905296326,terrorist,1851-1900,SkipGram,473
sagacious,0.4332250654697418,terrorist,1851-1900,SkipGram,474
privilege_immunity,0.4329186975955963,terrorist,1851-1900,SkipGram,475
destruction_property,0.43284791707992554,terrorist,1851-1900,SkipGram,476
fairest,0.432679682970047,terrorist,1851-1900,SkipGram,477
greatly_increase,0.43259957432746887,terrorist,1851-1900,SkipGram,478
form,0.43258383870124817,terrorist,1851-1900,SkipGram,479
opinion,0.43249714374542236,terrorist,1851-1900,SkipGram,480
monstrous,0.43240001797676086,terrorist,1851-1900,SkipGram,481
establish_precedent,0.43227800726890564,terrorist,1851-1900,SkipGram,482
unnecessarily,0.43215641379356384,terrorist,1851-1900,SkipGram,483
delude,0.4320754110813141,terrorist,1851-1900,SkipGram,484
constitutional_right,0.4320014417171478,terrorist,1851-1900,SkipGram,485
insurance_company,0.4318469166755676,terrorist,1851-1900,SkipGram,486
incredulity,0.4318159520626068,terrorist,1851-1900,SkipGram,487
snow,0.43181586265563965,terrorist,1851-1900,SkipGram,488
trample,0.43178337812423706,terrorist,1851-1900,SkipGram,489
civic,0.43155044317245483,terrorist,1851-1900,SkipGram,490
violate_law,0.4313991665840149,terrorist,1851-1900,SkipGram,491
rational,0.4313322901725769,terrorist,1851-1900,SkipGram,492
surprising,0.43105897307395935,terrorist,1851-1900,SkipGram,493
public_sentiment,0.4309452176094055,terrorist,1851-1900,SkipGram,494
evil,0.4308483898639679,terrorist,1851-1900,SkipGram,495
accession,0.4307818114757538,terrorist,1851-1900,SkipGram,496
anatomy,0.43076276779174805,terrorist,1851-1900,SkipGram,497
grow_weary,0.4306706190109253,terrorist,1851-1900,SkipGram,498
feeling,0.43056103587150574,terrorist,1851-1900,SkipGram,499
denounce,0.7690064311027527,terrorism,1901-1930,CBOW,1
bulgar,0.7666431665420532,terrorism,1901-1930,CBOW,2
social_revolutionist,0.7584195733070374,terrorism,1901-1930,CBOW,3
outlaw,0.7559872269630432,terrorism,1901-1930,CBOW,4
sofia,0.7406820058822632,terrorism,1901-1930,CBOW,5
social_revolutionists,0.7310843467712402,terrorism,1901-1930,CBOW,6
socialist_revolutionary,0.7201390862464905,terrorism,1901-1930,CBOW,7
charge_conspire,0.7187292575836182,terrorism,1901-1930,CBOW,8
field_marshal,0.7172337174415588,terrorism,1901-1930,CBOW,9
assassination,0.7146351337432861,terrorism,1901-1930,CBOW,10
miners,0.7140450477600098,terrorism,1901-1930,CBOW,11
minister_interior,0.7094699740409851,terrorism,1901-1930,CBOW,12
proclamation,0.7055205702781677,terrorism,1901-1930,CBOW,13
provisional_government,0.7045505046844482,terrorism,1901-1930,CBOW,14
sympathizer,0.7040917277336121,terrorism,1901-1930,CBOW,15
friedrich,0.7032837867736816,terrorism,1901-1930,CBOW,16
madrid,0.7000817656517029,terrorism,1901-1930,CBOW,17
express_sympathy,0.6987980604171753,terrorism,1901-1930,CBOW,18
chamber_deputy,0.6987229585647583,terrorism,1901-1930,CBOW,19
vengeance,0.6973127722740173,terrorism,1901-1930,CBOW,20
russian_revolutionists,0.6967614889144897,terrorism,1901-1930,CBOW,21
delhi,0.696093738079071,terrorism,1901-1930,CBOW,22
coup_tat,0.6960698366165161,terrorism,1901-1930,CBOW,23
countless,0.6959137916564941,terrorism,1901-1930,CBOW,24
wholesale_execution,0.6957913041114807,terrorism,1901-1930,CBOW,25
social_revolutionary,0.6956604719161987,terrorism,1901-1930,CBOW,26
political_prisoner,0.6942135095596313,terrorism,1901-1930,CBOW,27
soviet_union,0.6922703981399536,terrorism,1901-1930,CBOW,28
implicate,0.6914928555488586,terrorism,1901-1930,CBOW,29
indorsement,0.6890252828598022,terrorism,1901-1930,CBOW,30
member_parliament,0.6873003840446472,terrorism,1901-1930,CBOW,31
berlin_via,0.6850748658180237,terrorism,1901-1930,CBOW,32
incense,0.6849086284637451,terrorism,1901-1930,CBOW,33
king_alexander,0.6846175789833069,terrorism,1901-1930,CBOW,34
labor_party,0.6843318939208984,terrorism,1901-1930,CBOW,35
reign,0.6833582520484924,terrorism,1901-1930,CBOW,36
worker_peasant,0.679501473903656,terrorism,1901-1930,CBOW,37
bourgeoisie,0.6778996586799622,terrorism,1901-1930,CBOW,38
czech,0.6761451363563538,terrorism,1901-1930,CBOW,39
reign_terror,0.6760618686676025,terrorism,1901-1930,CBOW,40
siege,0.6759836077690125,terrorism,1901-1930,CBOW,41
indignation,0.6757574677467346,terrorism,1901-1930,CBOW,42
condemn,0.675639271736145,terrorism,1901-1930,CBOW,43
political_opponent,0.6748973727226257,terrorism,1901-1930,CBOW,44
palatinate,0.6729506254196167,terrorism,1901-1930,CBOW,45
monarchist,0.6709335446357727,terrorism,1901-1930,CBOW,46
unionist,0.6660786271095276,terrorism,1901-1930,CBOW,47
planning,0.6651633977890015,terrorism,1901-1930,CBOW,48
form_cabinet,0.6641234159469604,terrorism,1901-1930,CBOW,49
progress_toward,0.6639882922172546,terrorism,1901-1930,CBOW,50
munich,0.6637749671936035,terrorism,1901-1930,CBOW,51
decry,0.6631131172180176,terrorism,1901-1930,CBOW,52
loyalist,0.6628901958465576,terrorism,1901-1930,CBOW,53
gregory,0.6626567840576172,terrorism,1901-1930,CBOW,54
thence,0.662624180316925,terrorism,1901-1930,CBOW,55
revival,0.6625545620918274,terrorism,1901-1930,CBOW,56
russian_revolutionist,0.6621716022491455,terrorism,1901-1930,CBOW,57
inaugurate,0.6621283888816833,terrorism,1901-1930,CBOW,58
weimar,0.6605017781257629,terrorism,1901-1930,CBOW,59
nationalist,0.6598930954933167,terrorism,1901-1930,CBOW,60
uprising,0.6593359112739563,terrorism,1901-1930,CBOW,61
daily_chronicle,0.6580606698989868,terrorism,1901-1930,CBOW,62
execute,0.657981276512146,terrorism,1901-1930,CBOW,63
repression,0.6577131152153015,terrorism,1901-1930,CBOW,64
parliamentary_election,0.6570361256599426,terrorism,1901-1930,CBOW,65
full_responsibility,0.6560726761817932,terrorism,1901-1930,CBOW,66
stir,0.6546781659126282,terrorism,1901-1930,CBOW,67
deutsche,0.6540862917900085,terrorism,1901-1930,CBOW,68
terrorist_activity,0.6539064645767212,terrorism,1901-1930,CBOW,69
denunciation,0.6538529992103577,terrorism,1901-1930,CBOW,70
sinn_fein,0.6529710292816162,terrorism,1901-1930,CBOW,71
president_mckinley,0.6529687643051147,terrorism,1901-1930,CBOW,72
vast_majority,0.652627170085907,terrorism,1901-1930,CBOW,73
death_sentence,0.6526090502738953,terrorism,1901-1930,CBOW,74
expulsion,0.6524568796157837,terrorism,1901-1930,CBOW,75
uphold,0.6521437764167786,terrorism,1901-1930,CBOW,76
openly,0.6520763039588928,terrorism,1901-1930,CBOW,77
organ,0.6517302393913269,terrorism,1901-1930,CBOW,78
sentence_death,0.651048481464386,terrorism,1901-1930,CBOW,79
refuse_recognize,0.6509236693382263,terrorism,1901-1930,CBOW,80
forgery,0.6497953534126282,terrorism,1901-1930,CBOW,81
georgian,0.649405300617218,terrorism,1901-1930,CBOW,82
bridle,0.6487529277801514,terrorism,1901-1930,CBOW,83
van,0.6485961675643921,terrorism,1901-1930,CBOW,84
despot,0.6485492587089539,terrorism,1901-1930,CBOW,85
defiance,0.6478798389434814,terrorism,1901-1930,CBOW,86
equally_responsible,0.6468297243118286,terrorism,1901-1930,CBOW,87
social_democratic,0.6457977294921875,terrorism,1901-1930,CBOW,88
russian_republic,0.6455870866775513,terrorism,1901-1930,CBOW,89
bloodshe,0.6451365351676941,terrorism,1901-1930,CBOW,90
secrecy,0.6445319056510925,terrorism,1901-1930,CBOW,91
informer,0.6444764733314514,terrorism,1901-1930,CBOW,92
treason,0.6435042023658752,terrorism,1901-1930,CBOW,93
tactic,0.6427642703056335,terrorism,1901-1930,CBOW,94
conservatives,0.6418417096138,terrorism,1901-1930,CBOW,95
passive_resistance,0.6416658759117126,terrorism,1901-1930,CBOW,96
indiscriminately,0.6414995789527893,terrorism,1901-1930,CBOW,97
retaliate,0.6408335566520691,terrorism,1901-1930,CBOW,98
throne,0.6406742334365845,terrorism,1901-1930,CBOW,99
nikolai,0.6402855515480042,terrorism,1901-1930,CBOW,100
bitterly,0.6401588916778564,terrorism,1901-1930,CBOW,101
bloody,0.6391097903251648,terrorism,1901-1930,CBOW,102
cela_run,0.6383190751075745,terrorism,1901-1930,CBOW,103
social_democrats,0.6376110911369324,terrorism,1901-1930,CBOW,104
counterrevolutionary_activity,0.6370630264282227,terrorism,1901-1930,CBOW,105
noblemen,0.636951744556427,terrorism,1901-1930,CBOW,106
guest,0.6360334157943726,terrorism,1901-1930,CBOW,107
accomplice,0.6353574395179749,terrorism,1901-1930,CBOW,108
marquis,0.6351861953735352,terrorism,1901-1930,CBOW,109
frankly,0.6350263953208923,terrorism,1901-1930,CBOW,110
lately,0.6347790360450745,terrorism,1901-1930,CBOW,111
ruler,0.6328229904174805,terrorism,1901-1930,CBOW,112
irish_republicans,0.6303744912147522,terrorism,1901-1930,CBOW,113
rupture,0.6300927996635437,terrorism,1901-1930,CBOW,114
perpetrate,0.6300193071365356,terrorism,1901-1930,CBOW,115
outcome,0.6289006471633911,terrorism,1901-1930,CBOW,116
contend,0.6287636756896973,terrorism,1901-1930,CBOW,117
liberal_party,0.6287506222724915,terrorism,1901-1930,CBOW,118
adopt_resolution,0.6271087527275085,terrorism,1901-1930,CBOW,119
bitter,0.6269150376319885,terrorism,1901-1930,CBOW,120
remnant,0.6268019676208496,terrorism,1901-1930,CBOW,121
foremost,0.6267386674880981,terrorism,1901-1930,CBOW,122
cairo,0.6265536546707153,terrorism,1901-1930,CBOW,123
incite,0.6264828443527222,terrorism,1901-1930,CBOW,124
aged,0.6261296272277832,terrorism,1901-1930,CBOW,125
orator,0.626010000705719,terrorism,1901-1930,CBOW,126
socialists,0.625984787940979,terrorism,1901-1930,CBOW,127
attempt_overthrow,0.625979483127594,terrorism,1901-1930,CBOW,128
moines,0.6255695819854736,terrorism,1901-1930,CBOW,129
factory_worker,0.6247162818908691,terrorism,1901-1930,CBOW,130
ruthlessness,0.6246368885040283,terrorism,1901-1930,CBOW,131
violent_method,0.6243014931678772,terrorism,1901-1930,CBOW,132
secret_agent,0.6238213777542114,terrorism,1901-1930,CBOW,133
martyr,0.6237146258354187,terrorism,1901-1930,CBOW,134
internationale,0.6232711672782898,terrorism,1901-1930,CBOW,135
walsh,0.6228371858596802,terrorism,1901-1930,CBOW,136
barcelona,0.621953547000885,terrorism,1901-1930,CBOW,137
warsaw,0.6218937039375305,terrorism,1901-1930,CBOW,138
act_violence,0.6214985251426697,terrorism,1901-1930,CBOW,139
premier,0.6212251782417297,terrorism,1901-1930,CBOW,140
alienate,0.619953989982605,terrorism,1901-1930,CBOW,141
manifesto,0.6199536919593811,terrorism,1901-1930,CBOW,142
workmen_council,0.6197174191474915,terrorism,1901-1930,CBOW,143
extremist,0.619184672832489,terrorism,1901-1930,CBOW,144
versa,0.6187683343887329,terrorism,1901-1930,CBOW,145
von,0.6186091303825378,terrorism,1901-1930,CBOW,146
extermination,0.6181864738464355,terrorism,1901-1930,CBOW,147
leaders,0.6178603172302246,terrorism,1901-1930,CBOW,148
suppression,0.6174103021621704,terrorism,1901-1930,CBOW,149
yuma,0.6173721551895142,terrorism,1901-1930,CBOW,150
iron_hand,0.6168330907821655,terrorism,1901-1930,CBOW,151
rome,0.6159851551055908,terrorism,1901-1930,CBOW,152
rebellion,0.6154545545578003,terrorism,1901-1930,CBOW,153
spokesman,0.6153522729873657,terrorism,1901-1930,CBOW,154
publicist,0.6152326464653015,terrorism,1901-1930,CBOW,155
blunder,0.6146497130393982,terrorism,1901-1930,CBOW,156
emigre,0.6145708560943604,terrorism,1901-1930,CBOW,157
abortive,0.6144490242004395,terrorism,1901-1930,CBOW,158
slaughter,0.6141781806945801,terrorism,1901-1930,CBOW,159
persecution,0.6135996580123901,terrorism,1901-1930,CBOW,160
inn_vein,0.6135589480400085,terrorism,1901-1930,CBOW,161
western_europe,0.6132319569587708,terrorism,1901-1930,CBOW,162
method_warfare,0.612784743309021,terrorism,1901-1930,CBOW,163
proclaim,0.6127475500106812,terrorism,1901-1930,CBOW,164
catastrophe,0.6127415299415588,terrorism,1901-1930,CBOW,165
renounce,0.6124541759490967,terrorism,1901-1930,CBOW,166
agitation,0.61215740442276,terrorism,1901-1930,CBOW,167
london_dig,0.6121200919151306,terrorism,1901-1930,CBOW,168
wholesale_arrest,0.6114498972892761,terrorism,1901-1930,CBOW,169
autocrat,0.6105866432189941,terrorism,1901-1930,CBOW,170
aver,0.6105253100395203,terrorism,1901-1930,CBOW,171
informant,0.6097695231437683,terrorism,1901-1930,CBOW,172
hunger_strike,0.6094662547111511,terrorism,1901-1930,CBOW,173
eyewitness,0.6080158352851868,terrorism,1901-1930,CBOW,174
frantic,0.6078740954399109,terrorism,1901-1930,CBOW,175
massacre,0.6078317761421204,terrorism,1901-1930,CBOW,176
farce,0.6076129674911499,terrorism,1901-1930,CBOW,177
copenhagen,0.6075600385665894,terrorism,1901-1930,CBOW,178
antigovernment,0.6073818802833557,terrorism,1901-1930,CBOW,179
twenty_person,0.6068550944328308,terrorism,1901-1930,CBOW,180
falter,0.6068044304847717,terrorism,1901-1930,CBOW,181
gospel,0.6064425110816956,terrorism,1901-1930,CBOW,182
